Date,City,Category,StylePersona,AgeGroup,UnitsSold
2025-04-18,Pokhara,Hoodies,Bohemian/Indie,25-30,1
2025-04-18,Pokhara,Hoodies,Classic Minimalist,31-40,2
2025-04-18,Pokhara,Hoodies,K-Fashion Enthusiast,25-30,1
2025-04-18,Pokhara,Jackets,Bohemian/Indie,20-24,1
2025-04-18,Pokhara,Jackets,Bohemian/Indie,31-40,0
2025-04-18,Pokhara,Jackets,Classic Minimalist,20-24,3
2025-04-18,Pokhara,Pants,Bohemian/Indie,15-19,3
2025-04-18,Pokhara,Pants,Classic Minimalist,20-24,0
2025-04-18,Pokhara,Pants,Classic Minimalist,25-30,2
2025-04-18,Pokhara,Pants,Classic Minimalist,31-40,3
2025-04-18,Pokhara,Pants,K-Fashion Enthusiast,20-24,1
2025-04-18,Pokhara,Pants,K-Fashion Enthusiast,25-30,0
2025-04-18,Pokhara,Pants,K-Fashion Enthusiast,31-40,4
2025-04-18,Pokhara,T-Shirts,American Streetwear,25-30,4
2025-04-18,Pokhara,T-Shirts,American Streetwear,31-40,5
2025-04-18,Pokhara,T-Shirts,Bohemian/Indie,25-30,9
2025-04-18,Pokhara,T-Shirts,Classic Minimalist,20-24,1
2025-04-18,Pokhara,T-Shirts,Classic Minimalist,31-40,8
2025-04-18,Pokhara,T-Shirts,K-Fashion Enthusiast,15-19,7
2025-04-18,Pokhara,T-Shirts,K-Fashion Enthusiast,20-24,2
2025-04-19,Bharatpur,Cargo Pants,American Streetwear,31-40,0
2025-04-19,Bharatpur,Cargo Pants,Bohemian/Indie,20-24,1
2025-04-19,Bharatpur,Cargo Pants,Bohemian/Indie,25-30,1
2025-04-19,Bharatpur,Cargo Pants,Bohemian/Indie,31-40,1
2025-04-19,Bharatpur,Cargo Pants,K-Fashion Enthusiast,15-19,0
2025-04-19,Bharatpur,Crop Tops,American Streetwear,31-40,4
2025-04-19,Bharatpur,Crop Tops,Classic Minimalist,20-24,1
2025-04-19,Bharatpur,Crop Tops,Classic Minimalist,31-40,0
2025-04-19,Bharatpur,Crop Tops,K-Fashion Enthusiast,25-30,1
2025-04-19,Bharatpur,Hoodies,American Streetwear,15-19,1
2025-04-19,Bharatpur,Hoodies,American Streetwear,25-30,7
2025-04-19,Bharatpur,Hoodies,Bohemian/Indie,20-24,5
2025-04-19,Bharatpur,Hoodies,Bohemian/Indie,25-30,0
2025-04-19,Bharatpur,Hoodies,K-Fashion Enthusiast,15-19,0
2025-04-19,Bharatpur,Jackets,American Streetwear,20-24,4
2025-04-19,Bharatpur,Jackets,American Streetwear,25-30,0
2025-04-19,Bharatpur,Jackets,Bohemian/Indie,31-40,8
2025-04-19,Bharatpur,Jackets,Classic Minimalist,20-24,7
2025-04-19,Bharatpur,Jackets,Classic Minimalist,25-30,1
2025-04-19,Bharatpur,Jackets,K-Fashion Enthusiast,15-19,2
2025-04-19,Bharatpur,Pants,American Streetwear,15-19,6
2025-04-19,Bharatpur,Pants,Bohemian/Indie,25-30,2
2025-04-19,Bharatpur,Pants,Bohemian/Indie,31-40,3
2025-04-19,Bharatpur,Pants,Classic Minimalist,15-19,0
2025-04-19,Bharatpur,Pants,Classic Minimalist,31-40,7
2025-04-19,Bharatpur,T-Shirts,American Streetwear,15-19,1
2025-04-19,Bharatpur,T-Shirts,Bohemian/Indie,15-19,0
2025-04-19,Bharatpur,T-Shirts,Classic Minimalist,15-19,2
2025-04-19,Bharatpur,T-Shirts,Classic Minimalist,20-24,1
2025-04-19,Bharatpur,T-Shirts,Classic Minimalist,25-30,1
2025-04-19,Bharatpur,T-Shirts,Classic Minimalist,31-40,0
2025-04-19,Bharatpur,T-Shirts,K-Fashion Enthusiast,20-24,0
2025-04-19,Bharatpur,T-Shirts,K-Fashion Enthusiast,25-30,5
2025-04-19,Biratnagar,Cargo Pants,American Streetwear,31-40,4
2025-04-19,Biratnagar,Cargo Pants,Bohemian/Indie,20-24,0
2025-04-19,Biratnagar,Cargo Pants,Classic Minimalist,20-24,0
2025-04-19,Biratnagar,Cargo Pants,Classic Minimalist,31-40,6
2025-04-19,Biratnagar,Cargo Pants,K-Fashion Enthusiast,15-19,3
2025-04-19,Biratnagar,Cargo Pants,K-Fashion Enthusiast,25-30,6
2025-04-19,Biratnagar,Crop Tops,Classic Minimalist,15-19,6
2025-04-19,Biratnagar,Crop Tops,Classic Minimalist,31-40,4
2025-04-19,Biratnagar,Crop Tops,K-Fashion Enthusiast,20-24,0
2025-04-19,Biratnagar,Hoodies,Bohemian/Indie,15-19,5
2025-04-19,Biratnagar,Hoodies,Bohemian/Indie,25-30,4
2025-04-19,Biratnagar,Hoodies,Classic Minimalist,25-30,1
2025-04-19,Biratnagar,Hoodies,K-Fashion Enthusiast,20-24,7
2025-04-19,Biratnagar,Hoodies,K-Fashion Enthusiast,25-30,3
2025-04-19,Biratnagar,Jackets,Bohemian/Indie,20-24,0
2025-04-19,Biratnagar,Jackets,Bohemian/Indie,25-30,4
2025-04-19,Biratnagar,Jackets,Classic Minimalist,15-19,0
2025-04-19,Biratnagar,Jackets,Classic Minimalist,31-40,3
2025-04-19,Biratnagar,Jackets,K-Fashion Enthusiast,15-19,0
2025-04-19,Biratnagar,Jackets,K-Fashion Enthusiast,31-40,3
2025-04-19,Biratnagar,Pants,American Streetwear,15-19,0
2025-04-19,Biratnagar,Pants,American Streetwear,25-30,0
2025-04-19,Biratnagar,Pants,Bohemian/Indie,25-30,6
2025-04-19,Biratnagar,Pants,Bohemian/Indie,31-40,3
2025-04-19,Biratnagar,Pants,Classic Minimalist,20-24,2
2025-04-19,Biratnagar,T-Shirts,Classic Minimalist,20-24,0
2025-04-19,Biratnagar,T-Shirts,Classic Minimalist,31-40,2
2025-04-19,Biratnagar,T-Shirts,K-Fashion Enthusiast,15-19,1
2025-04-19,Biratnagar,T-Shirts,K-Fashion Enthusiast,20-24,9
2025-04-19,Kathmandu,Cargo Pants,American Streetwear,15-19,0
2025-04-19,Kathmandu,Cargo Pants,American Streetwear,25-30,0
2025-04-19,Kathmandu,Cargo Pants,Classic Minimalist,20-24,5
2025-04-19,Kathmandu,Cargo Pants,Classic Minimalist,31-40,17
2025-04-19,Kathmandu,Cargo Pants,K-Fashion Enthusiast,15-19,0
2025-04-19,Kathmandu,Crop Tops,American Streetwear,15-19,0
2025-04-19,Kathmandu,Crop Tops,American Streetwear,20-24,0
2025-04-19,Kathmandu,Crop Tops,Bohemian/Indie,25-30,0
2025-04-19,Kathmandu,Crop Tops,Classic Minimalist,31-40,7
2025-04-19,Kathmandu,Hoodies,American Streetwear,20-24,7
2025-04-19,Kathmandu,Hoodies,Bohemian/Indie,25-30,3
2025-04-19,Kathmandu,Hoodies,Classic Minimalist,15-19,6
2025-04-19,Kathmandu,Hoodies,Classic Minimalist,25-30,1
2025-04-19,Kathmandu,Hoodies,Classic Minimalist,31-40,1
2025-04-19,Kathmandu,Jackets,American Streetwear,20-24,0
2025-04-19,Kathmandu,Jackets,Bohemian/Indie,15-19,3
2025-04-19,Kathmandu,Jackets,Bohemian/Indie,25-30,3
2025-04-19,Kathmandu,Jackets,Classic Minimalist,15-19,0
2025-04-19,Kathmandu,Jackets,Classic Minimalist,20-24,9
2025-04-19,Kathmandu,Pants,American Streetwear,20-24,3
2025-04-19,Kathmandu,Pants,Bohemian/Indie,31-40,4
2025-04-19,Kathmandu,Pants,Classic Minimalist,15-19,2
2025-04-19,Kathmandu,Pants,K-Fashion Enthusiast,15-19,0
2025-04-19,Kathmandu,Pants,K-Fashion Enthusiast,25-30,3
2025-04-19,Kathmandu,T-Shirts,American Streetwear,31-40,5
2025-04-19,Kathmandu,T-Shirts,Bohemian/Indie,20-24,7
2025-04-19,Kathmandu,T-Shirts,Bohemian/Indie,25-30,8
2025-04-19,Kathmandu,T-Shirts,Bohemian/Indie,31-40,5
2025-04-19,Kathmandu,T-Shirts,Classic Minimalist,20-24,6
2025-04-19,Kathmandu,T-Shirts,K-Fashion Enthusiast,15-19,3
2025-04-19,Kathmandu,T-Shirts,K-Fashion Enthusiast,25-30,3
2025-04-19,Lalitpur,Cargo Pants,American Streetwear,31-40,0
2025-04-19,Lalitpur,Cargo Pants,Classic Minimalist,20-24,3
2025-04-19,Lalitpur,Cargo Pants,Classic Minimalist,31-40,2
2025-04-19,Lalitpur,Cargo Pants,K-Fashion Enthusiast,15-19,2
2025-04-19,Lalitpur,Cargo Pants,K-Fashion Enthusiast,25-30,0
2025-04-19,Lalitpur,Crop Tops,American Streetwear,15-19,6
2025-04-19,Lalitpur,Crop Tops,American Streetwear,25-30,5
2025-04-19,Lalitpur,Crop Tops,Bohemian/Indie,31-40,0
2025-04-19,Lalitpur,Crop Tops,K-Fashion Enthusiast,15-19,6
2025-04-19,Lalitpur,Hoodies,American Streetwear,20-24,5
2025-04-19,Lalitpur,Hoodies,American Streetwear,31-40,3
2025-04-19,Lalitpur,Hoodies,Bohemian/Indie,25-30,2
2025-04-19,Lalitpur,Hoodies,Classic Minimalist,31-40,5
2025-04-19,Lalitpur,Hoodies,K-Fashion Enthusiast,15-19,2
2025-04-19,Lalitpur,Hoodies,K-Fashion Enthusiast,20-24,1
2025-04-19,Lalitpur,Jackets,American Streetwear,15-19,5
2025-04-19,Lalitpur,Jackets,American Streetwear,20-24,0
2025-04-19,Lalitpur,Jackets,Classic Minimalist,25-30,0
2025-04-19,Lalitpur,Pants,American Streetwear,25-30,0
2025-04-19,Lalitpur,Pants,American Streetwear,31-40,2
2025-04-19,Lalitpur,Pants,Bohemian/Indie,15-19,6
2025-04-19,Lalitpur,Pants,Bohemian/Indie,31-40,3
2025-04-19,Lalitpur,Pants,K-Fashion Enthusiast,15-19,3
2025-04-19,Lalitpur,Pants,K-Fashion Enthusiast,20-24,1
2025-04-19,Lalitpur,Pants,K-Fashion Enthusiast,25-30,6
2025-04-19,Lalitpur,T-Shirts,American Streetwear,20-24,4
2025-04-19,Lalitpur,T-Shirts,Bohemian/Indie,31-40,0
2025-04-19,Lalitpur,T-Shirts,Classic Minimalist,25-30,4
2025-04-19,Lalitpur,T-Shirts,K-Fashion Enthusiast,15-19,14
2025-04-19,Lalitpur,T-Shirts,K-Fashion Enthusiast,20-24,3
2025-04-19,Lalitpur,T-Shirts,K-Fashion Enthusiast,25-30,7
2025-04-19,Pokhara,Cargo Pants,Bohemian/Indie,31-40,5
2025-04-19,Pokhara,Cargo Pants,Classic Minimalist,31-40,0
2025-04-19,Pokhara,Cargo Pants,K-Fashion Enthusiast,25-30,1
2025-04-19,Pokhara,Crop Tops,American Streetwear,15-19,0
2025-04-19,Pokhara,Crop Tops,American Streetwear,20-24,2
2025-04-19,Pokhara,Crop Tops,Bohemian/Indie,25-30,2
2025-04-19,Pokhara,Crop Tops,Bohemian/Indie,31-40,0
2025-04-19,Pokhara,Crop Tops,Classic Minimalist,20-24,0
2025-04-19,Pokhara,Crop Tops,K-Fashion Enthusiast,15-19,3
2025-04-19,Pokhara,Crop Tops,K-Fashion Enthusiast,25-30,3
2025-04-19,Pokhara,Hoodies,American Streetwear,20-24,5
2025-04-19,Pokhara,Hoodies,American Streetwear,25-30,9
2025-04-19,Pokhara,Hoodies,Bohemian/Indie,15-19,5
2025-04-19,Pokhara,Hoodies,Bohemian/Indie,20-24,0
2025-04-19,Pokhara,Hoodies,K-Fashion Enthusiast,25-30,1
2025-04-19,Pokhara,Jackets,American Streetwear,20-24,2
2025-04-19,Pokhara,Jackets,American Streetwear,25-30,0
2025-04-19,Pokhara,Jackets,Bohemian/Indie,15-19,0
2025-04-19,Pokhara,Jackets,Bohemian/Indie,31-40,0
2025-04-19,Pokhara,Jackets,K-Fashion Enthusiast,15-19,2
2025-04-19,Pokhara,Pants,American Streetwear,31-40,0
2025-04-19,Pokhara,Pants,Classic Minimalist,25-30,0
2025-04-19,Pokhara,Pants,K-Fashion Enthusiast,20-24,0
2025-04-19,Pokhara,Pants,K-Fashion Enthusiast,31-40,2
2025-04-19,Pokhara,T-Shirts,American Streetwear,15-19,2
2025-04-19,Pokhara,T-Shirts,American Streetwear,31-40,5
2025-04-19,Pokhara,T-Shirts,Bohemian/Indie,15-19,7
2025-04-19,Pokhara,T-Shirts,Bohemian/Indie,20-24,0
2025-04-19,Pokhara,T-Shirts,Bohemian/Indie,25-30,5
2025-04-19,Pokhara,T-Shirts,Bohemian/Indie,31-40,1
2025-04-19,Pokhara,T-Shirts,Classic Minimalist,20-24,0
2025-04-19,Pokhara,T-Shirts,Classic Minimalist,25-30,0
2025-04-19,Pokhara,T-Shirts,K-Fashion Enthusiast,20-24,3
2025-04-20,Bharatpur,Cargo Pants,American Streetwear,25-30,5
2025-04-20,Bharatpur,Cargo Pants,American Streetwear,31-40,3
2025-04-20,Bharatpur,Cargo Pants,Bohemian/Indie,15-19,0
2025-04-20,Bharatpur,Cargo Pants,Classic Minimalist,31-40,0
2025-04-20,Bharatpur,Crop Tops,American Streetwear,25-30,8
2025-04-20,Bharatpur,Crop Tops,Bohemian/Indie,20-24,0
2025-04-20,Bharatpur,Crop Tops,Classic Minimalist,31-40,4
2025-04-20,Bharatpur,Crop Tops,K-Fashion Enthusiast,15-19,0
2025-04-20,Bharatpur,Crop Tops,K-Fashion Enthusiast,20-24,2
2025-04-20,Bharatpur,Hoodies,American Streetwear,25-30,1
2025-04-20,Bharatpur,Hoodies,Bohemian/Indie,20-24,3
2025-04-20,Bharatpur,Hoodies,Classic Minimalist,31-40,4
2025-04-20,Bharatpur,Hoodies,K-Fashion Enthusiast,20-24,7
2025-04-20,Bharatpur,Hoodies,K-Fashion Enthusiast,25-30,0
2025-04-20,Bharatpur,Jackets,American Streetwear,15-19,3
2025-04-20,Bharatpur,Jackets,American Streetwear,20-24,7
2025-04-20,Bharatpur,Jackets,American Streetwear,31-40,1
2025-04-20,Bharatpur,Jackets,Bohemian/Indie,25-30,0
2025-04-20,Bharatpur,Jackets,Bohemian/Indie,31-40,1
2025-04-20,Bharatpur,Jackets,Classic Minimalist,15-19,0
2025-04-20,Bharatpur,Jackets,Classic Minimalist,20-24,0
2025-04-20,Bharatpur,Jackets,Classic Minimalist,25-30,3
2025-04-20,Bharatpur,Pants,Bohemian/Indie,15-19,1
2025-04-20,Bharatpur,Pants,Classic Minimalist,15-19,2
2025-04-20,Bharatpur,Pants,Classic Minimalist,20-24,2
2025-04-20,Bharatpur,Pants,Classic Minimalist,25-30,1
2025-04-20,Bharatpur,Pants,K-Fashion Enthusiast,15-19,0
2025-04-20,Bharatpur,T-Shirts,American Streetwear,15-19,1
2025-04-20,Bharatpur,T-Shirts,Bohemian/Indie,15-19,0
2025-04-20,Bharatpur,T-Shirts,Bohemian/Indie,20-24,7
2025-04-20,Bharatpur,T-Shirts,Bohemian/Indie,25-30,1
2025-04-20,Bharatpur,T-Shirts,Bohemian/Indie,31-40,3
2025-04-20,Bharatpur,T-Shirts,Classic Minimalist,25-30,1
2025-04-20,Bharatpur,T-Shirts,K-Fashion Enthusiast,20-24,2
2025-04-20,Bharatpur,T-Shirts,K-Fashion Enthusiast,31-40,2
2025-04-20,Biratnagar,Cargo Pants,Bohemian/Indie,15-19,4
2025-04-20,Biratnagar,Cargo Pants,K-Fashion Enthusiast,15-19,0
2025-04-20,Biratnagar,Cargo Pants,K-Fashion Enthusiast,31-40,0
2025-04-20,Biratnagar,Crop Tops,Bohemian/Indie,20-24,1
2025-04-20,Biratnagar,Crop Tops,Classic Minimalist,31-40,0
2025-04-20,Biratnagar,Crop Tops,K-Fashion Enthusiast,20-24,3
2025-04-20,Biratnagar,Crop Tops,K-Fashion Enthusiast,31-40,0
2025-04-20,Biratnagar,Hoodies,American Streetwear,25-30,11
2025-04-20,Biratnagar,Hoodies,American Streetwear,31-40,2
2025-04-20,Biratnagar,Hoodies,Classic Minimalist,25-30,3
2025-04-20,Biratnagar,Hoodies,Classic Minimalist,31-40,7
2025-04-20,Biratnagar,Hoodies,K-Fashion Enthusiast,15-19,1
2025-04-20,Biratnagar,Jackets,American Streetwear,25-30,1
2025-04-20,Biratnagar,Jackets,Bohemian/Indie,20-24,2
2025-04-20,Biratnagar,Jackets,Bohemian/Indie,25-30,6
2025-04-20,Biratnagar,Jackets,Classic Minimalist,15-19,0
2025-04-20,Biratnagar,Jackets,Classic Minimalist,31-40,0
2025-04-20,Biratnagar,Pants,American Streetwear,15-19,4
2025-04-20,Biratnagar,Pants,American Streetwear,20-24,1
2025-04-20,Biratnagar,Pants,Classic Minimalist,15-19,2
2025-04-20,Biratnagar,Pants,Classic Minimalist,25-30,1
2025-04-20,Biratnagar,Pants,K-Fashion Enthusiast,20-24,3
2025-04-20,Biratnagar,T-Shirts,American Streetwear,20-24,2
2025-04-20,Biratnagar,T-Shirts,Bohemian/Indie,20-24,1
2025-04-20,Biratnagar,T-Shirts,Bohemian/Indie,25-30,1
2025-04-20,Biratnagar,T-Shirts,Bohemian/Indie,31-40,2
2025-04-20,Biratnagar,T-Shirts,Classic Minimalist,15-19,2
2025-04-20,Biratnagar,T-Shirts,Classic Minimalist,25-30,10
2025-04-20,Biratnagar,T-Shirts,Classic Minimalist,31-40,6
2025-04-20,Biratnagar,T-Shirts,K-Fashion Enthusiast,15-19,2
2025-04-20,Biratnagar,T-Shirts,K-Fashion Enthusiast,25-30,1
2025-04-20,Biratnagar,T-Shirts,K-Fashion Enthusiast,31-40,5
2025-04-20,Kathmandu,Cargo Pants,American Streetwear,20-24,1
2025-04-20,Kathmandu,Cargo Pants,Bohemian/Indie,15-19,3
2025-04-20,Kathmandu,Cargo Pants,Classic Minimalist,25-30,2
2025-04-20,Kathmandu,Cargo Pants,K-Fashion Enthusiast,31-40,1
2025-04-20,Kathmandu,Crop Tops,American Streetwear,25-30,4
2025-04-20,Kathmandu,Crop Tops,Bohemian/Indie,31-40,4
2025-04-20,Kathmandu,Crop Tops,Classic Minimalist,25-30,4
2025-04-20,Kathmandu,Crop Tops,K-Fashion Enthusiast,15-19,9
2025-04-20,Kathmandu,Hoodies,American Streetwear,25-30,4
2025-04-20,Kathmandu,Hoodies,Bohemian/Indie,31-40,0
2025-04-20,Kathmandu,Hoodies,Classic Minimalist,15-19,6
2025-04-20,Kathmandu,Hoodies,Classic Minimalist,25-30,11
2025-04-20,Kathmandu,Hoodies,Classic Minimalist,31-40,0
2025-04-20,Kathmandu,Hoodies,K-Fashion Enthusiast,15-19,2
2025-04-20,Kathmandu,Hoodies,K-Fashion Enthusiast,20-24,2
2025-04-20,Kathmandu,Jackets,American Streetwear,20-24,6
2025-04-20,Kathmandu,Jackets,American Streetwear,31-40,0
2025-04-20,Kathmandu,Jackets,Classic Minimalist,20-24,0
2025-04-20,Kathmandu,Jackets,K-Fashion Enthusiast,20-24,2
2025-04-20,Kathmandu,Pants,American Streetwear,20-24,2
2025-04-20,Kathmandu,Pants,American Streetwear,31-40,1
2025-04-20,Kathmandu,Pants,Classic Minimalist,25-30,3
2025-04-20,Kathmandu,Pants,K-Fashion Enthusiast,15-19,3
2025-04-20,Kathmandu,Pants,K-Fashion Enthusiast,25-30,1
2025-04-20,Kathmandu,Pants,K-Fashion Enthusiast,31-40,5
2025-04-20,Kathmandu,T-Shirts,American Streetwear,15-19,0
2025-04-20,Kathmandu,T-Shirts,American Streetwear,20-24,0
2025-04-20,Kathmandu,T-Shirts,Bohemian/Indie,25-30,2
2025-04-20,Kathmandu,T-Shirts,Bohemian/Indie,31-40,3
2025-04-20,Kathmandu,T-Shirts,Classic Minimalist,15-19,0
2025-04-20,Kathmandu,T-Shirts,Classic Minimalist,20-24,7
2025-04-20,Kathmandu,T-Shirts,K-Fashion Enthusiast,15-19,5
2025-04-20,Kathmandu,T-Shirts,K-Fashion Enthusiast,20-24,3
2025-04-20,Kathmandu,T-Shirts,K-Fashion Enthusiast,31-40,1
2025-04-20,Lalitpur,Cargo Pants,American Streetwear,31-40,0
2025-04-20,Lalitpur,Cargo Pants,Bohemian/Indie,15-19,0
2025-04-20,Lalitpur,Cargo Pants,Classic Minimalist,20-24,7
2025-04-20,Lalitpur,Cargo Pants,Classic Minimalist,25-30,9
2025-04-20,Lalitpur,Crop Tops,Classic Minimalist,20-24,1
2025-04-20,Lalitpur,Crop Tops,K-Fashion Enthusiast,25-30,7
2025-04-20,Lalitpur,Hoodies,American Streetwear,15-19,3
2025-04-20,Lalitpur,Hoodies,American Streetwear,20-24,16
2025-04-20,Lalitpur,Hoodies,Bohemian/Indie,20-24,8
2025-04-20,Lalitpur,Hoodies,Classic Minimalist,31-40,0
2025-04-20,Lalitpur,Hoodies,K-Fashion Enthusiast,15-19,5
2025-04-20,Lalitpur,Hoodies,K-Fashion Enthusiast,25-30,1
2025-04-20,Lalitpur,Jackets,Bohemian/Indie,20-24,2
2025-04-20,Lalitpur,Jackets,Bohemian/Indie,31-40,1
2025-04-20,Lalitpur,Jackets,Classic Minimalist,20-24,0
2025-04-20,Lalitpur,Jackets,Classic Minimalist,25-30,12
2025-04-20,Lalitpur,Jackets,Classic Minimalist,31-40,0
2025-04-20,Lalitpur,Jackets,K-Fashion Enthusiast,25-30,3
2025-04-20,Lalitpur,Jackets,K-Fashion Enthusiast,31-40,0
2025-04-20,Lalitpur,Pants,American Streetwear,15-19,0
2025-04-20,Lalitpur,Pants,American Streetwear,31-40,3
2025-04-20,Lalitpur,Pants,Bohemian/Indie,15-19,0
2025-04-20,Lalitpur,Pants,Classic Minimalist,25-30,7
2025-04-20,Lalitpur,Pants,Classic Minimalist,31-40,4
2025-04-20,Lalitpur,Pants,K-Fashion Enthusiast,15-19,0
2025-04-20,Lalitpur,T-Shirts,American Streetwear,25-30,1
2025-04-20,Lalitpur,T-Shirts,American Streetwear,31-40,5
2025-04-20,Lalitpur,T-Shirts,Bohemian/Indie,20-24,0
2025-04-20,Lalitpur,T-Shirts,Bohemian/Indie,25-30,3
2025-04-20,Lalitpur,T-Shirts,Classic Minimalist,15-19,7
2025-04-20,Lalitpur,T-Shirts,Classic Minimalist,20-24,0
2025-04-20,Lalitpur,T-Shirts,Classic Minimalist,31-40,0
2025-04-20,Lalitpur,T-Shirts,K-Fashion Enthusiast,15-19,3
2025-04-20,Pokhara,Cargo Pants,American Streetwear,15-19,2
2025-04-20,Pokhara,Cargo Pants,Bohemian/Indie,20-24,1
2025-04-20,Pokhara,Cargo Pants,Classic Minimalist,20-24,1
2025-04-20,Pokhara,Cargo Pants,K-Fashion Enthusiast,15-19,3
2025-04-20,Pokhara,Crop Tops,American Streetwear,31-40,0
2025-04-20,Pokhara,Crop Tops,Bohemian/Indie,25-30,2
2025-04-20,Pokhara,Crop Tops,Classic Minimalist,25-30,3
2025-04-20,Pokhara,Crop Tops,Classic Minimalist,31-40,0
2025-04-20,Pokhara,Crop Tops,K-Fashion Enthusiast,15-19,6
2025-04-20,Pokhara,Hoodies,American Streetwear,20-24,8
2025-04-20,Pokhara,Hoodies,Classic Minimalist,25-30,0
2025-04-20,Pokhara,Hoodies,Classic Minimalist,31-40,2
2025-04-20,Pokhara,Hoodies,K-Fashion Enthusiast,31-40,1
2025-04-20,Pokhara,Jackets,American Streetwear,15-19,6
2025-04-20,Pokhara,Jackets,Bohemian/Indie,15-19,0
2025-04-20,Pokhara,Jackets,Bohemian/Indie,25-30,1
2025-04-20,Pokhara,Jackets,Classic Minimalist,31-40,4
2025-04-20,Pokhara,Pants,American Streetwear,25-30,2
2025-04-20,Pokhara,Pants,Bohemian/Indie,20-24,13
2025-04-20,Pokhara,Pants,Bohemian/Indie,25-30,1
2025-04-20,Pokhara,Pants,Classic Minimalist,20-24,0
2025-04-20,Pokhara,Pants,Classic Minimalist,25-30,10
2025-04-20,Pokhara,Pants,Classic Minimalist,31-40,11
2025-04-20,Pokhara,Pants,K-Fashion Enthusiast,15-19,2
2025-04-20,Pokhara,T-Shirts,American Streetwear,20-24,0
2025-04-20,Pokhara,T-Shirts,Bohemian/Indie,15-19,0
2025-04-20,Pokhara,T-Shirts,Bohemian/Indie,25-30,2
2025-04-20,Pokhara,T-Shirts,Bohemian/Indie,31-40,5
2025-04-20,Pokhara,T-Shirts,Classic Minimalist,20-24,2
2025-04-20,Pokhara,T-Shirts,K-Fashion Enthusiast,15-19,10
2025-04-20,Pokhara,T-Shirts,K-Fashion Enthusiast,31-40,10
2025-04-21,Bharatpur,Cargo Pants,Bohemian/Indie,15-19,7
2025-04-21,Bharatpur,Cargo Pants,Bohemian/Indie,25-30,3
2025-04-21,Bharatpur,Cargo Pants,Classic Minimalist,20-24,0
2025-04-21,Bharatpur,Cargo Pants,Classic Minimalist,31-40,0
2025-04-21,Bharatpur,Crop Tops,American Streetwear,25-30,9
2025-04-21,Bharatpur,Crop Tops,Bohemian/Indie,31-40,0
2025-04-21,Bharatpur,Crop Tops,Classic Minimalist,25-30,1
2025-04-21,Bharatpur,Hoodies,American Streetwear,20-24,3
2025-04-21,Bharatpur,Hoodies,Bohemian/Indie,15-19,0
2025-04-21,Bharatpur,Hoodies,Bohemian/Indie,20-24,0
2025-04-21,Bharatpur,Hoodies,Bohemian/Indie,25-30,3
2025-04-21,Bharatpur,Hoodies,Classic Minimalist,31-40,0
2025-04-21,Bharatpur,Hoodies,K-Fashion Enthusiast,25-30,1
2025-04-21,Bharatpur,Hoodies,K-Fashion Enthusiast,31-40,3
2025-04-21,Bharatpur,Jackets,American Streetwear,15-19,2
2025-04-21,Bharatpur,Jackets,Bohemian/Indie,15-19,1
2025-04-21,Bharatpur,Jackets,Bohemian/Indie,20-24,1
2025-04-21,Bharatpur,Jackets,Classic Minimalist,15-19,10
2025-04-21,Bharatpur,Jackets,Classic Minimalist,31-40,2
2025-04-21,Bharatpur,Jackets,K-Fashion Enthusiast,20-24,0
2025-04-21,Bharatpur,Jackets,K-Fashion Enthusiast,25-30,3
2025-04-21,Bharatpur,Pants,American Streetwear,15-19,3
2025-04-21,Bharatpur,Pants,American Streetwear,31-40,1
2025-04-21,Bharatpur,Pants,Bohemian/Indie,25-30,8
2025-04-21,Bharatpur,Pants,K-Fashion Enthusiast,15-19,0
2025-04-21,Bharatpur,Pants,K-Fashion Enthusiast,20-24,1
2025-04-21,Bharatpur,Pants,K-Fashion Enthusiast,31-40,2
2025-04-21,Bharatpur,T-Shirts,American Streetwear,31-40,0
2025-04-21,Bharatpur,T-Shirts,Classic Minimalist,20-24,2
2025-04-21,Bharatpur,T-Shirts,Classic Minimalist,25-30,2
2025-04-21,Bharatpur,T-Shirts,K-Fashion Enthusiast,15-19,9
2025-04-21,Bharatpur,T-Shirts,K-Fashion Enthusiast,20-24,8
2025-04-21,Biratnagar,Cargo Pants,American Streetwear,25-30,0
2025-04-21,Biratnagar,Cargo Pants,Classic Minimalist,20-24,0
2025-04-21,Biratnagar,Cargo Pants,Classic Minimalist,25-30,5
2025-04-21,Biratnagar,Cargo Pants,K-Fashion Enthusiast,15-19,1
2025-04-21,Biratnagar,Crop Tops,American Streetwear,20-24,0
2025-04-21,Biratnagar,Crop Tops,Bohemian/Indie,15-19,2
2025-04-21,Biratnagar,Crop Tops,Bohemian/Indie,31-40,0
2025-04-21,Biratnagar,Crop Tops,Classic Minimalist,20-24,0
2025-04-21,Biratnagar,Hoodies,Bohemian/Indie,15-19,1
2025-04-21,Biratnagar,Hoodies,Bohemian/Indie,25-30,1
2025-04-21,Biratnagar,Hoodies,Classic Minimalist,31-40,8
2025-04-21,Biratnagar,Hoodies,K-Fashion Enthusiast,20-24,4
2025-04-21,Biratnagar,Hoodies,K-Fashion Enthusiast,25-30,2
2025-04-21,Biratnagar,Hoodies,K-Fashion Enthusiast,31-40,5
2025-04-21,Biratnagar,Jackets,American Streetwear,20-24,2
2025-04-21,Biratnagar,Jackets,American Streetwear,25-30,1
2025-04-21,Biratnagar,Jackets,American Streetwear,31-40,5
